Series;Time;Value
coVaks;2015-11-02T23:30:00.000Z;0
coVaks;2015-11-03T00:00:00.000Z;0
coVaks;2015-11-03T00:30:00.000Z;0
coVaks;2015-11-03T01:00:00.000Z;0
coVaks;2015-11-03T01:30:00.000Z;0
coVaks;2015-11-03T02:00:00.000Z;0
coVaks;2015-11-03T02:30:00.000Z;0
coVaks;2015-11-03T03:00:00.000Z;0
coVaks;2015-11-03T03:30:00.000Z;0
coVaks;2015-11-03T04:00:00.000Z;0
coVaks;2015-11-03T04:30:00.000Z;0
coVaks;2015-11-03T05:00:00.000Z;0
coVaks;2015-11-03T05:30:00.000Z;0
coVaks;2015-11-03T06:00:00.000Z;0
coVaks;2015-11-03T06:30:00.000Z;0
coVaks;2015-11-03T07:00:00.000Z;0
coVaks;2015-11-03T07:30:00.000Z;0
coVaks;2015-11-03T08:00:00.000Z;0
coVaks;2015-11-03T08:30:00.000Z;0
coVaks;2015-11-03T09:00:00.000Z;0
coVaks;2015-11-03T09:30:00.000Z;0
coVaks;2015-11-03T10:00:00.000Z;0
coVaks;2015-11-03T10:30:00.000Z;0
coVaks;2015-11-03T11:00:00.000Z;0
coVaks;2015-11-03T11:30:00.000Z;0
coVaks;2015-11-03T12:00:00.000Z;0
coVaks;2015-11-03T12:30:00.000Z;0
coVaks;2015-11-03T13:00:00.000Z;0
coVaks;2015-11-03T13:30:00.000Z;0
coVaks;2015-11-03T14:00:00.000Z;0
coVaks;2015-11-03T14:30:00.000Z;0
coVaks;2015-11-03T15:00:00.000Z;0
coVaks;2015-11-03T15:30:00.000Z;0
coVaks;2015-11-03T16:00:00.000Z;0
coVaks;2015-11-03T16:30:00.000Z;0
coVaks;2015-11-03T17:00:00.000Z;0
coVaks;2015-11-03T17:30:00.000Z;0
coVaks;2015-11-03T18:00:00.000Z;0
coVaks;2015-11-03T18:30:00.000Z;0
coVaks;2015-11-03T19:00:00.000Z;0
coVaks;2015-11-03T19:30:00.000Z;0
coVaks;2015-11-03T20:00:00.000Z;0
coVaks;2015-11-03T20:30:00.000Z;0
coVaks;2015-11-03T21:00:00.000Z;0
coVaks;2015-11-03T21:30:00.000Z;0
coVaks;2015-11-03T22:00:00.000Z;0
coVaks;2015-11-03T22:30:00.000Z;0
coVaks;2015-11-03T23:00:00.000Z;0
coVaks;2015-11-03T23:30:00.000Z;0
coVaks;2015-11-04T00:00:00.000Z;0
coVaks;2015-11-04T00:30:00.000Z;0
coVaks;2015-11-04T01:00:00.000Z;0
coVaks;2015-11-04T01:30:00.000Z;0
coVaks;2015-11-04T02:00:00.000Z;0
coVaks;2015-11-04T02:30:00.000Z;0
coVaks;2015-11-04T03:00:00.000Z;0
coVaks;2015-11-04T03:30:00.000Z;0
coVaks;2015-11-04T04:00:00.000Z;0
coVaks;2015-11-04T04:30:00.000Z;0
coVaks;2015-11-04T05:00:00.000Z;0
coVaks;2015-11-04T05:30:00.000Z;0
coVaks;2015-11-04T06:00:00.000Z;0
coVaks;2015-11-04T06:30:00.000Z;0
coVaks;2015-11-04T07:00:00.000Z;0
coVaks;2015-11-04T07:30:00.000Z;0
coVaks;2015-11-04T08:00:00.000Z;0
coVaks;2015-11-04T08:30:00.000Z;0
coVaks;2015-11-04T09:00:00.000Z;0
coVaks;2015-11-04T09:30:00.000Z;0
coVaks;2015-11-04T10:00:00.000Z;0
coVaks;2015-11-04T10:30:00.000Z;0
coVaks;2015-11-04T11:00:00.000Z;0
coVaks;2015-11-04T11:30:00.000Z;0
coVaks;2015-11-04T12:00:00.000Z;0
coVaks;2015-11-04T12:30:00.000Z;0
coVaks;2015-11-04T13:00:00.000Z;0
coVaks;2015-11-04T13:30:00.000Z;0
coVaks;2015-11-04T14:00:00.000Z;0
coVaks;2015-11-04T14:30:00.000Z;0
coVaks;2015-11-04T15:00:00.000Z;0
coVaks;2015-11-04T15:30:00.000Z;0
coVaks;2015-11-04T16:00:00.000Z;0
coVaks;2015-11-04T16:30:00.000Z;0
coVaks;2015-11-04T17:00:00.000Z;0
coVaks;2015-11-04T17:30:00.000Z;0
coVaks;2015-11-04T18:00:00.000Z;0
coVaks;2015-11-04T18:30:00.000Z;0
coVaks;2015-11-04T19:00:00.000Z;0
coVaks;2015-11-04T19:30:00.000Z;0
coVaks;2015-11-04T20:00:00.000Z;0
coVaks;2015-11-04T20:30:00.000Z;0
coVaks;2015-11-04T21:00:00.000Z;0
coVaks;2015-11-04T21:30:00.000Z;0
coVaks;2015-11-04T22:00:00.000Z;0
coVaks;2015-11-04T22:30:00.000Z;0
coVaks;2015-11-04T23:00:00.000Z;0
coVaks;2015-11-04T23:30:00.000Z;0
coVaks;2015-11-05T00:00:00.000Z;0
coVaks;2015-11-05T00:30:00.000Z;0
coVaks;2015-11-05T01:00:00.000Z;0
coVaks;2015-11-05T01:30:00.000Z;0
coVaks;2015-11-05T02:00:00.000Z;0
coVaks;2015-11-05T02:30:00.000Z;0
coVaks;2015-11-05T03:00:00.000Z;0
coVaks;2015-11-05T03:30:00.000Z;0
coVaks;2015-11-05T04:00:00.000Z;0
coVaks;2015-11-05T04:30:00.000Z;0
coVaks;2015-11-05T05:00:00.000Z;0
coVaks;2015-11-05T05:30:00.000Z;0
coVaks;2015-11-05T06:00:00.000Z;0
coVaks;2015-11-05T06:30:00.000Z;0
coVaks;2015-11-05T07:00:00.000Z;null
coVaks;2015-11-05T07:30:00.000Z;0
coVaks;2015-11-05T08:00:00.000Z;0
coVaks;2015-11-05T08:30:00.000Z;0
coVaks;2015-11-05T09:00:00.000Z;null
coVaks;2015-11-05T09:30:00.000Z;0
coVaks;2015-11-05T10:00:00.000Z;0
coVaks;2015-11-05T10:30:00.000Z;null
coVaks;2015-11-05T11:00:00.000Z;0
coVaks;2015-11-05T11:30:00.000Z;null
coVaks;2015-11-05T12:00:00.000Z;0
coVaks;2015-11-05T12:30:00.000Z;null
coVaks;2015-11-05T13:00:00.000Z;0
coVaks;2015-11-05T13:30:00.000Z;0
coVaks;2015-11-05T14:00:00.000Z;0
coVaks;2015-11-05T14:30:00.000Z;0
coVaks;2015-11-05T15:00:00.000Z;0
coVaks;2015-11-05T15:30:00.000Z;0
coVaks;2015-11-05T16:00:00.000Z;0
coVaks;2015-11-05T16:30:00.000Z;null
coVaks;2015-11-05T17:00:00.000Z;0
coVaks;2015-11-05T17:30:00.000Z;0
coVaks;2015-11-05T18:00:00.000Z;0
coVaks;2015-11-05T18:30:00.000Z;0
coVaks;2015-11-05T19:00:00.000Z;0
coVaks;2015-11-05T19:30:00.000Z;0
coVaks;2015-11-05T20:00:00.000Z;0
coVaks;2015-11-05T20:30:00.000Z;0
coVaks;2015-11-05T21:00:00.000Z;0
coVaks;2015-11-05T21:30:00.000Z;0
coVaks;2015-11-05T22:00:00.000Z;0
coVaks;2015-11-05T22:30:00.000Z;0
coVaks;2015-11-05T23:00:00.000Z;0
coVaks;2015-11-05T23:30:00.000Z;0
coVaks;2015-11-06T00:00:00.000Z;0
coVaks;2015-11-06T00:30:00.000Z;0
coVaks;2015-11-06T01:00:00.000Z;0
coVaks;2015-11-06T01:30:00.000Z;null
coVaks;2015-11-06T02:00:00.000Z;0
coVaks;2015-11-06T02:30:00.000Z;0
coVaks;2015-11-06T03:00:00.000Z;null
coVaks;2015-11-06T03:30:00.000Z;0
coVaks;2015-11-06T04:00:00.000Z;0
coVaks;2015-11-06T04:30:00.000Z;0
coVaks;2015-11-06T05:00:00.000Z;0
coVaks;2015-11-06T05:30:00.000Z;0
coVaks;2015-11-06T06:00:00.000Z;0
coVaks;2015-11-06T06:30:00.000Z;0
coVaks;2015-11-06T07:00:00.000Z;0
coVaks;2015-11-06T07:30:00.000Z;0
coVaks;2015-11-06T08:00:00.000Z;0
coVaks;2015-11-06T08:30:00.000Z;0
coVaks;2015-11-06T09:00:00.000Z;0
coVaks;2015-11-06T09:30:00.000Z;0
coVaks;2015-11-06T10:00:00.000Z;0
coVaks;2015-11-06T10:30:00.000Z;0
coVaks;2015-11-06T11:00:00.000Z;0
coVaks;2015-11-06T11:30:00.000Z;0
coVaks;2015-11-06T12:00:00.000Z;0
coVaks;2015-11-06T12:30:00.000Z;0
coVaks;2015-11-06T13:00:00.000Z;0
coVaks;2015-11-06T13:30:00.000Z;0
coVaks;2015-11-06T14:00:00.000Z;0
coVaks;2015-11-06T14:30:00.000Z;0
coVaks;2015-11-06T15:00:00.000Z;0
coVaks;2015-11-06T15:30:00.000Z;0
coVaks;2015-11-06T16:00:00.000Z;2.35
coVaks;2015-11-06T16:30:00.000Z;0
coVaks;2015-11-06T17:00:00.000Z;0
coVaks;2015-11-06T17:30:00.000Z;0
coVaks;2015-11-06T18:00:00.000Z;0
coVaks;2015-11-06T18:30:00.000Z;0
coVaks;2015-11-06T19:00:00.000Z;0
coVaks;2015-11-06T19:30:00.000Z;0
coVaks;2015-11-06T20:00:00.000Z;0
coVaks;2015-11-06T20:30:00.000Z;0
coVaks;2015-11-06T21:00:00.000Z;0
coVaks;2015-11-06T21:30:00.000Z;null
coVaks;2015-11-06T22:00:00.000Z;0
coVaks;2015-11-06T22:30:00.000Z;0
coVaks;2015-11-06T23:00:00.000Z;0
coVaks;2015-11-06T23:30:00.000Z;0
coVaks;2015-11-07T00:00:00.000Z;0
coVaks;2015-11-07T00:30:00.000Z;null
coVaks;2015-11-07T01:00:00.000Z;0
coVaks;2015-11-07T01:30:00.000Z;0
coVaks;2015-11-07T02:00:00.000Z;null
coVaks;2015-11-07T02:30:00.000Z;null
coVaks;2015-11-07T03:00:00.000Z;null
coVaks;2015-11-07T03:30:00.000Z;0
coVaks;2015-11-07T04:00:00.000Z;0
coVaks;2015-11-07T04:30:00.000Z;0
coVaks;2015-11-07T05:00:00.000Z;0
coVaks;2015-11-07T05:30:00.000Z;null
coVaks;2015-11-07T06:00:00.000Z;null
coVaks;2015-11-07T06:30:00.000Z;null
coVaks;2015-11-07T07:00:00.000Z;null
coVaks;2015-11-07T07:30:00.000Z;0
coVaks;2015-11-07T08:00:00.000Z;null
coVaks;2015-11-07T08:30:00.000Z;0
coVaks;2015-11-07T09:00:00.000Z;0
coVaks;2015-11-07T09:30:00.000Z;0
coVaks;2015-11-07T10:00:00.000Z;0
coVaks;2015-11-07T10:30:00.000Z;0
coVaks;2015-11-07T11:00:00.000Z;0
coVaks;2015-11-07T11:30:00.000Z;0
coVaks;2015-11-07T12:00:00.000Z;0
coVaks;2015-11-07T12:30:00.000Z;0
coVaks;2015-11-07T13:00:00.000Z;0
coVaks;2015-11-07T13:30:00.000Z;0
coVaks;2015-11-07T14:00:00.000Z;0
coVaks;2015-11-07T14:30:00.000Z;0
coVaks;2015-11-07T15:00:00.000Z;0
coVaks;2015-11-07T15:30:00.000Z;0
coVaks;2015-11-07T16:00:00.000Z;0
coVaks;2015-11-07T16:30:00.000Z;0
coVaks;2015-11-07T17:00:00.000Z;0
coVaks;2015-11-07T17:30:00.000Z;0
coVaks;2015-11-07T18:00:00.000Z;0
coVaks;2015-11-07T18:30:00.000Z;0
coVaks;2015-11-07T19:00:00.000Z;0
coVaks;2015-11-07T19:30:00.000Z;0
coVaks;2015-11-07T20:00:00.000Z;0
coVaks;2015-11-07T20:30:00.000Z;0
coVaks;2015-11-07T21:00:00.000Z;0
coVaks;2015-11-07T21:30:00.000Z;0
coVaks;2015-11-07T22:00:00.000Z;0
coVaks;2015-11-07T22:30:00.000Z;0
coVaks;2015-11-07T23:00:00.000Z;0
coVaks;2015-11-07T23:30:00.000Z;null
coVaks;2015-11-08T00:00:00.000Z;0
coVaks;2015-11-08T00:30:00.000Z;0
coVaks;2015-11-08T01:00:00.000Z;0
coVaks;2015-11-08T01:30:00.000Z;0
coVaks;2015-11-08T02:00:00.000Z;0
coVaks;2015-11-08T02:30:00.000Z;0
coVaks;2015-11-08T03:00:00.000Z;0
coVaks;2015-11-08T03:30:00.000Z;0
coVaks;2015-11-08T04:00:00.000Z;0
coVaks;2015-11-08T04:30:00.000Z;null
coVaks;2015-11-08T05:00:00.000Z;null
coVaks;2015-11-08T05:30:00.000Z;null
coVaks;2015-11-08T06:00:00.000Z;null
coVaks;2015-11-08T06:30:00.000Z;null
coVaks;2015-11-08T07:00:00.000Z;null
coVaks;2015-11-08T07:30:00.000Z;null
coVaks;2015-11-08T08:00:00.000Z;null
coVaks;2015-11-08T08:30:00.000Z;null
coVaks;2015-11-08T09:00:00.000Z;null
coVaks;2015-11-08T09:30:00.000Z;null
coVaks;2015-11-08T10:00:00.000Z;null
coVaks;2015-11-08T10:30:00.000Z;null
coVaks;2015-11-08T11:00:00.000Z;null
coVaks;2015-11-08T11:30:00.000Z;null
coVaks;2015-11-08T12:00:00.000Z;null
coVaks;2015-11-08T12:30:00.000Z;null
coVaks;2015-11-08T13:00:00.000Z;null
coVaks;2015-11-08T13:30:00.000Z;null
coVaks;2015-11-08T14:00:00.000Z;null
coVaks;2015-11-08T14:30:00.000Z;null
coVaks;2015-11-08T15:00:00.000Z;null
coVaks;2015-11-08T15:30:00.000Z;null
coVaks;2015-11-08T16:00:00.000Z;null
coVaks;2015-11-08T16:30:00.000Z;null
coVaks;2015-11-08T17:00:00.000Z;null
coVaks;2015-11-08T17:30:00.000Z;null
coVaks;2015-11-08T18:00:00.000Z;null
coVaks;2015-11-08T18:30:00.000Z;null
coVaks;2015-11-08T19:00:00.000Z;null
coVaks;2015-11-08T19:30:00.000Z;null
coVaks;2015-11-08T20:00:00.000Z;null
coVaks;2015-11-08T20:30:00.000Z;null
coVaks;2015-11-08T21:00:00.000Z;null
coVaks;2015-11-08T21:30:00.000Z;null
coVaks;2015-11-08T22:00:00.000Z;null
coVaks;2015-11-08T22:30:00.000Z;null
coVaks;2015-11-08T23:00:00.000Z;null
coVaks;2015-11-08T23:30:00.000Z;null
coVaks;2015-11-09T00:00:00.000Z;null
coVaks;2015-11-09T00:30:00.000Z;null
coVaks;2015-11-09T01:00:00.000Z;null
coVaks;2015-11-09T01:30:00.000Z;null
coVaks;2015-11-09T02:00:00.000Z;null
coVaks;2015-11-09T02:30:00.000Z;null
coVaks;2015-11-09T03:00:00.000Z;null
coVaks;2015-11-09T03:30:00.000Z;null
coVaks;2015-11-09T04:00:00.000Z;null
coVaks;2015-11-09T04:30:00.000Z;null
coVaks;2015-11-09T05:00:00.000Z;null
coVaks;2015-11-09T05:30:00.000Z;null
coVaks;2015-11-09T06:00:00.000Z;null
coVaks;2015-11-09T06:30:00.000Z;null
coVaks;2015-11-09T07:00:00.000Z;null
coVaks;2015-11-09T07:30:00.000Z;null
coVaks;2015-11-09T08:00:00.000Z;null
coVaks;2015-11-09T08:30:00.000Z;null
coVaks;2015-11-09T09:00:00.000Z;null
coVaks;2015-11-09T09:30:00.000Z;null
coVaks;2015-11-09T10:00:00.000Z;null
coVaks;2015-11-09T10:30:00.000Z;null
coVaks;2015-11-09T11:00:00.000Z;null
coVaks;2015-11-09T11:30:00.000Z;null
coVaks;2015-11-09T12:00:00.000Z;null
coVaks;2015-11-09T12:30:00.000Z;null
coVaks;2015-11-09T13:00:00.000Z;null
coVaks;2015-11-09T13:30:00.000Z;null
coVaks;2015-11-09T14:00:00.000Z;0.36333333333333334
coVaks;2015-11-09T14:30:00.000Z;0
coVaks;2015-11-09T15:00:00.000Z;0
coVaks;2015-11-09T15:30:00.000Z;0
coVaks;2015-11-09T16:00:00.000Z;0
coVaks;2015-11-09T16:30:00.000Z;0
coVaks;2015-11-09T17:00:00.000Z;0
coVaks;2015-11-09T17:30:00.000Z;0
coVaks;2015-11-09T18:00:00.000Z;0
coVaks;2015-11-09T18:30:00.000Z;0
coVaks;2015-11-09T19:00:00.000Z;0
coVaks;2015-11-09T19:30:00.000Z;0
coVaks;2015-11-09T20:00:00.000Z;0
coVaks;2015-11-09T20:30:00.000Z;0
coVaks;2015-11-09T21:00:00.000Z;0
coVaks;2015-11-09T21:30:00.000Z;0
coVaks;2015-11-09T22:00:00.000Z;0
coVaks;2015-11-09T22:30:00.000Z;null
coVaks;2015-11-09T23:00:00.000Z;null
coVaks;2015-11-09T23:30:00.000Z;null
coVaks;2015-11-10T00:00:00.000Z;null
coVaks;2015-11-10T00:30:00.000Z;null
coVaks;2015-11-10T01:00:00.000Z;null
coVaks;2015-11-10T01:30:00.000Z;null
coVaks;2015-11-10T02:00:00.000Z;null
coVaks;2015-11-10T02:30:00.000Z;0
coVaks;2015-11-10T03:00:00.000Z;0
coVaks;2015-11-10T03:30:00.000Z;0
coVaks;2015-11-10T04:00:00.000Z;0
coVaks;2015-11-10T04:30:00.000Z;0
coVaks;2015-11-10T05:00:00.000Z;0
coVaks;2015-11-10T05:30:00.000Z;0
coVaks;2015-11-10T06:00:00.000Z;0
coVaks;2015-11-10T06:30:00.000Z;0
coVaks;2015-11-10T07:00:00.000Z;0
coVaks;2015-11-10T07:30:00.000Z;0
coVaks;2015-11-10T08:00:00.000Z;0
coVaks;2015-11-10T08:30:00.000Z;0
coVaks;2015-11-10T09:00:00.000Z;0
coVaks;2015-11-10T09:30:00.000Z;0
coVaks;2015-11-10T10:00:00.000Z;0
coVaks;2015-11-10T10:30:00.000Z;0
coVaks;2015-11-10T11:00:00.000Z;0
coVaks;2015-11-10T11:30:00.000Z;0
coVaks;2015-11-10T12:00:00.000Z;0
coVaks;2015-11-10T12:30:00.000Z;0
coVaks;2015-11-10T13:00:00.000Z;0
coVaks;2015-11-10T13:30:00.000Z;0
coVaks;2015-11-10T14:00:00.000Z;0
coVaks;2015-11-10T14:30:00.000Z;0
coVaks;2015-11-10T15:00:00.000Z;0
coVaks;2015-11-10T15:30:00.000Z;0
coVaks;2015-11-10T16:00:00.000Z;0
coVaks;2015-11-10T16:30:00.000Z;0
coVaks;2015-11-10T17:00:00.000Z;0
coVaks;2015-11-10T17:30:00.000Z;0
coVaks;2015-11-10T18:00:00.000Z;0
coVaks;2015-11-10T18:30:00.000Z;0
coVaks;2015-11-10T19:00:00.000Z;0
coVaks;2015-11-10T19:30:00.000Z;0
coVaks;2015-11-10T20:00:00.000Z;0
coVaks;2015-11-10T20:30:00.000Z;0
coVaks;2015-11-10T21:00:00.000Z;0
coVaks;2015-11-10T21:30:00.000Z;0
coVaks;2015-11-10T22:00:00.000Z;0
coVaks;2015-11-10T22:30:00.000Z;0
coVaks;2015-11-10T23:00:00.000Z;0
coVaks;2015-11-10T23:30:00.000Z;0
coVaks;2015-11-11T00:00:00.000Z;0
coVaks;2015-11-11T00:30:00.000Z;0
coVaks;2015-11-11T01:00:00.000Z;0
coVaks;2015-11-11T01:30:00.000Z;0
coVaks;2015-11-11T02:00:00.000Z;0
coVaks;2015-11-11T02:30:00.000Z;0
coVaks;2015-11-11T03:00:00.000Z;0
coVaks;2015-11-11T03:30:00.000Z;0
coVaks;2015-11-11T04:00:00.000Z;0
coVaks;2015-11-11T04:30:00.000Z;0
coVaks;2015-11-11T05:00:00.000Z;0
coVaks;2015-11-11T05:30:00.000Z;0
coVaks;2015-11-11T06:00:00.000Z;0
coVaks;2015-11-11T06:30:00.000Z;0
coVaks;2015-11-11T07:00:00.000Z;0
coVaks;2015-11-11T07:30:00.000Z;0
coVaks;2015-11-11T08:00:00.000Z;null
coVaks;2015-11-11T08:30:00.000Z;0
coVaks;2015-11-11T09:00:00.000Z;0
coVaks;2015-11-11T09:30:00.000Z;0
coVaks;2015-11-11T10:00:00.000Z;0
coVaks;2015-11-11T10:30:00.000Z;0
coVaks;2015-11-11T11:00:00.000Z;0
coVaks;2015-11-11T11:30:00.000Z;0
coVaks;2015-11-11T12:00:00.000Z;0
coVaks;2015-11-11T12:30:00.000Z;0
coVaks;2015-11-11T13:00:00.000Z;0
coVaks;2015-11-11T13:30:00.000Z;0
coVaks;2015-11-11T14:00:00.000Z;0
coVaks;2015-11-11T14:30:00.000Z;0
coVaks;2015-11-11T15:00:00.000Z;0
coVaks;2015-11-11T15:30:00.000Z;0
coVaks;2015-11-11T16:00:00.000Z;0
coVaks;2015-11-11T16:30:00.000Z;0
coVaks;2015-11-11T17:00:00.000Z;0
coVaks;2015-11-11T17:30:00.000Z;0
coVaks;2015-11-11T18:00:00.000Z;0
coVaks;2015-11-11T18:30:00.000Z;0
coVaks;2015-11-11T19:00:00.000Z;0
coVaks;2015-11-11T19:30:00.000Z;0
coVaks;2015-11-11T20:00:00.000Z;0
coVaks;2015-11-11T20:30:00.000Z;0
coVaks;2015-11-11T21:00:00.000Z;0
coVaks;2015-11-11T21:30:00.000Z;0
coVaks;2015-11-11T22:00:00.000Z;0
coVaks;2015-11-11T22:30:00.000Z;0
coVaks;2015-11-11T23:00:00.000Z;0
coVaks;2015-11-11T23:30:00.000Z;0
coVaks;2015-11-12T00:00:00.000Z;0
coVaks;2015-11-12T00:30:00.000Z;0
coVaks;2015-11-12T01:00:00.000Z;0
coVaks;2015-11-12T01:30:00.000Z;0
coVaks;2015-11-12T02:00:00.000Z;0
coVaks;2015-11-12T02:30:00.000Z;0
coVaks;2015-11-12T03:00:00.000Z;null
coVaks;2015-11-12T03:30:00.000Z;null
coVaks;2015-11-12T04:00:00.000Z;null
coVaks;2015-11-12T04:30:00.000Z;0
coVaks;2015-11-12T05:00:00.000Z;0
coVaks;2015-11-12T05:30:00.000Z;0
coVaks;2015-11-12T06:00:00.000Z;0
coVaks;2015-11-12T06:30:00.000Z;0
coVaks;2015-11-12T07:00:00.000Z;0
coVaks;2015-11-12T07:30:00.000Z;0
coVaks;2015-11-12T08:00:00.000Z;0
coVaks;2015-11-12T08:30:00.000Z;null
coVaks;2015-11-12T09:00:00.000Z;null
coVaks;2015-11-12T09:30:00.000Z;0
coVaks;2015-11-12T10:00:00.000Z;0
coVaks;2015-11-12T10:30:00.000Z;0
coVaks;2015-11-12T11:00:00.000Z;0
coVaks;2015-11-12T11:30:00.000Z;0
coVaks;2015-11-12T12:00:00.000Z;0
coVaks;2015-11-12T12:30:00.000Z;0
coVaks;2015-11-12T13:00:00.000Z;0
coVaks;2015-11-12T13:30:00.000Z;0
coVaks;2015-11-12T14:00:00.000Z;0
coVaks;2015-11-12T14:30:00.000Z;0
coVaks;2015-11-12T15:00:00.000Z;0
coVaks;2015-11-12T15:30:00.000Z;0
coVaks;2015-11-12T16:00:00.000Z;0
coVaks;2015-11-12T16:30:00.000Z;0
coVaks;2015-11-12T17:00:00.000Z;0
coVaks;2015-11-12T17:30:00.000Z;0
coVaks;2015-11-12T18:00:00.000Z;0
coVaks;2015-11-12T18:30:00.000Z;0
coVaks;2015-11-12T19:00:00.000Z;0
coVaks;2015-11-12T19:30:00.000Z;0
coVaks;2015-11-12T20:00:00.000Z;0
coVaks;2015-11-12T20:30:00.000Z;0
coVaks;2015-11-12T21:00:00.000Z;0
coVaks;2015-11-12T21:30:00.000Z;0
coVaks;2015-11-12T22:00:00.000Z;0
coVaks;2015-11-12T22:30:00.000Z;0
coVaks;2015-11-12T23:00:00.000Z;0
coVaks;2015-11-12T23:30:00.000Z;0
coVaks;2015-11-13T00:00:00.000Z;0
coVaks;2015-11-13T00:30:00.000Z;0
coVaks;2015-11-13T01:00:00.000Z;0
coVaks;2015-11-13T01:30:00.000Z;0
coVaks;2015-11-13T02:00:00.000Z;0
coVaks;2015-11-13T02:30:00.000Z;0
coVaks;2015-11-13T03:00:00.000Z;0
coVaks;2015-11-13T03:30:00.000Z;0
coVaks;2015-11-13T04:00:00.000Z;0
coVaks;2015-11-13T04:30:00.000Z;0
coVaks;2015-11-13T05:00:00.000Z;0
coVaks;2015-11-13T05:30:00.000Z;0
coVaks;2015-11-13T06:00:00.000Z;0
coVaks;2015-11-13T06:30:00.000Z;0
coVaks;2015-11-13T07:00:00.000Z;0
coVaks;2015-11-13T07:30:00.000Z;0
coVaks;2015-11-13T08:00:00.000Z;0
coVaks;2015-11-13T08:30:00.000Z;null
coVaks;2015-11-13T09:00:00.000Z;null
coVaks;2015-11-13T09:30:00.000Z;null
coVaks;2015-11-13T10:00:00.000Z;null
coVaks;2015-11-13T10:30:00.000Z;0
coVaks;2015-11-13T11:00:00.000Z;0
coVaks;2015-11-13T11:30:00.000Z;0
coVaks;2015-11-13T12:00:00.000Z;0
coVaks;2015-11-13T12:30:00.000Z;0
coVaks;2015-11-13T13:00:00.000Z;0
coVaks;2015-11-13T13:30:00.000Z;0
coVaks;2015-11-13T14:00:00.000Z;0
coVaks;2015-11-13T14:30:00.000Z;0
coVaks;2015-11-13T15:00:00.000Z;0
coVaks;2015-11-13T15:30:00.000Z;null
coVaks;2015-11-13T16:00:00.000Z;null
coVaks;2015-11-13T16:30:00.000Z;0
coVaks;2015-11-13T17:00:00.000Z;0
coVaks;2015-11-13T17:30:00.000Z;0
coVaks;2015-11-13T18:00:00.000Z;0
coVaks;2015-11-13T18:30:00.000Z;null
coVaks;2015-11-13T19:00:00.000Z;0
coVaks;2015-11-13T19:30:00.000Z;null
coVaks;2015-11-13T20:00:00.000Z;0
coVaks;2015-11-13T20:30:00.000Z;0
coVaks;2015-11-13T21:00:00.000Z;null
coVaks;2015-11-13T21:30:00.000Z;null
coVaks;2015-11-13T22:00:00.000Z;0
coVaks;2015-11-13T22:30:00.000Z;0
coVaks;2015-11-13T23:00:00.000Z;0
coVaks;2015-11-13T23:30:00.000Z;null
coVaks;2015-11-14T00:00:00.000Z;null
coVaks;2015-11-14T00:30:00.000Z;null
coVaks;2015-11-14T01:00:00.000Z;null
coVaks;2015-11-14T01:30:00.000Z;null
coVaks;2015-11-14T02:00:00.000Z;null
coVaks;2015-11-14T02:30:00.000Z;null
